Time,Temp(�C),Vpv(V),Iac(A),Vac(V),Fac(Hz),Pac(W),Zac(mOhm),E-Total(kWh),E-Today(kWh),h-Total(h),Vpv1(V),Vpv2(V),Vpv3(V),Ipv1(A),Ipv2(A),Ipv3(A),Ppv1(W),Ppv2(W),Ppv3(W),Iac1(A),Iac2(A),Iac3(A),Vac1(V),Vac2(V),Vac3(V),Temp1(C),Temp2(C),RAD1(W/m^2),RAD2(W/m^2)
2023/10/24 15:59:00, 45.9,258.8,  2.7,236.1, 49.96,  1878,NA, 94634.8,    28.20, 33025,258.8,480.0,428.7,  0.9,  1.1,  2.5,   232,   528,  1071,  2.7,  2.6,  2.6,236.1,237.5,238.2,NA,NA,NA,NA
2023/10/24 16:04:00, 45.7,256.7,  2.2,234.4, 49.93,  1494,NA, 94634.9,    28.30, 33025,256.7,467.1,421.5,  0.7,  0.9,  2.0,   179,   420,   843,  2.2,  2.1,  2.2,234.4,236.0,236.6,NA,NA,NA,NA
2023/10/24 16:09:00, 45.1,234.1,  1.5,234.7, 49.90,   983,NA, 94635.0,    28.40, 33025,234.1,433.0,426.3,  0.6,  0.8,  1.1,   140,   346,   468,  1.5,  1.4,  1.4,234.7,235.7,235.7,NA,NA,NA,NA
2023/10/24 16:14:00, 44.7,235.2,  1.5,236.4, 50.04,   931,NA, 94635.1,    28.50, 33025,235.2,440.2,430.0,  0.5,  0.7,  1.1,   117,   308,   473,  1.5,  1.5,  1.5,236.4,237.9,238.0,NA,NA,NA,NA
2023/10/24 16:19:00, 44.3,234.7,  1.4,239.5, 50.14,   978,NA, 94635.2,    28.60, 33025,234.7,452.0,429.4,  0.6,  0.7,  1.1,   140,   316,   472,  1.4,  1.3,  1.4,239.5,241.2,241.5,NA,NA,NA,NA
2023/10/24 16:24:00, 44.1,240.1,  1.3,240.5, 50.07,   910,NA, 94635.2,    28.60, 33025,240.1,434.4,427.7,  0.5,  0.7,  1.1,   120,   304,   470,  1.3,  1.2,  1.3,240.5,242.0,242.4,NA,NA,NA,NA
2023/10/24 16:29:00, 44.1,234.0,  1.8,240.3, 49.99,  1236,NA, 94635.3,    28.70, 33025,234.0,471.3,428.4,  0.6,  0.8,  1.7,   140,   377,   728,  1.8,  1.7,  1.8,240.3,242.2,242.3,NA,NA,NA,NA
2023/10/24 16:34:00, 44.0,215.9,  1.7,240.8, 49.97,  1183,NA, 94635.4,    28.80, 33025,215.9,457.7,435.2,  0.6,  0.8,  1.6,   129,   366,   696,  1.7,  1.6,  1.7,240.8,242.2,242.3,NA,NA,NA,NA
2023/10/24 16:39:00, 43.9,232.9,  1.6,241.4, 50.04,  1030,NA, 94635.5,    28.90, 33025,232.9,465.7,441.3,  0.5,  0.6,  1.4,   116,   279,   617,  1.6,  1.5,  1.5,241.4,242.2,242.2,NA,NA,NA,NA
2023/10/24 16:44:00, 43.7,232.2,  1.2,236.9, 49.99,   754,NA, 94635.6,    29.00, 33025,232.2,447.8,436.0,  0.4,  0.5,  0.9,    92,   223,   392,  1.2,  1.1,  1.2,236.9,237.8,238.0,NA,NA,NA,NA
2023/10/24 16:49:00, 43.5,227.2,  1.1,236.1, 50.08,   680,NA, 94635.7,    29.10, 33026,227.2,436.4,422.1,  0.3,  0.5,  0.8,    68,   218,   337,  1.1,  1.0,  1.0,236.1,237.5,237.7,NA,NA,NA,NA
2023/10/24 16:54:00, 43.2,229.9,  1.0,235.1, 49.92,   676,NA, 94635.7,    29.10, 33026,229.9,452.7,426.5,  0.3,  0.5,  0.8,    68,   226,   341,  1.0,  0.9,  1.0,235.1,236.0,236.2,NA,NA,NA,NA
2023/10/24 16:59:00, 43.0,215.9,  1.1,234.5, 49.89,   711,NA, 94635.8,    29.20, 33026,215.9,424.3,422.6,  0.4,  0.5,  0.9,    86,   212,   380,  1.1,  1.0,  1.1,234.5,235.6,235.8,NA,NA,NA,NA
2023/10/24 17:04:00, 43.0,214.2,  0.9,234.6, 50.00,   635,NA, 94635.8,    29.20, 33026,214.2,436.1,424.5,  0.4,  0.5,  0.8,    85,   218,   339,  0.9,  0.9,  0.9,234.6,235.6,235.7,NA,NA,NA,NA
2023/10/24 17:09:00, 42.7,214.5,  0.8,235.0, 49.99,   524,NA, 94635.9,    29.30, 33026,214.5,434.0,423.4,  0.3,  0.4,  0.6,    64,   173,   254,  0.8,  0.7,  0.8,235.0,236.0,236.0,NA,NA,NA,NA
2023/10/24 17:14:00, 42.6,227.7,  0.9,235.0, 49.95,   550,NA, 94635.9,    29.30, 33026,227.7,427.5,433.2,  0.3,  0.4,  0.6,    68,   171,   259,  0.9,  0.8,  0.9,235.0,235.9,236.0,NA,NA,NA,NA
2023/10/24 17:19:00, 42.3,223.5,  0.7,234.8, 50.05,   463,NA, 94636.0,    29.40, 33026,223.5,431.8,436.0,  0.2,  0.3,  0.5,    44,   129,   218,  0.7,  0.6,  0.7,234.8,235.8,235.7,NA,NA,NA,NA
2023/10/24 17:24:00, 42.2,228.4,  0.6,235.2, 50.13,   379,NA, 94636.0,    29.40, 33026,228.4,424.2,432.2,  0.2,  0.2,  0.4,    45,    84,   172,  0.6,  0.6,  0.7,235.2,236.3,236.3,NA,NA,NA,NA
2023/10/24 17:29:00, 41.9,212.3,  0.4,231.9, 49.98,    80,NA, 94636.0,    29.40, 33026,212.3,318.2,406.7,  0.0,  0.0,  0.1,     0,     0,    40,  0.4,  0.4,  0.4,231.9,233.3,233.2,NA,NA,NA,NA
2023/10/24 17:34:00, 41.5,356.6,  0.3,232.6, 50.06,    15,NA, 94636.0,    29.40, 33026,356.6,429.5,284.1,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.3,  0.3,232.6,233.7,233.4,NA,NA,NA,NA
2023/10/24 17:39:00, 41.3,272.4,  0.3,232.1, 50.00,    10,NA, 94636.0,    29.40, 33026,272.4,251.0,303.3,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.3,  0.3,232.1,233.1,232.9,NA,NA,NA,NA
2023/10/24 17:44:00, 41.0,293.3,  0.3,231.5, 50.01,     3,NA, 94636.0,    29.40, 33026,293.3,247.3,420.2,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.3,  0.3,231.5,232.4,232.5,NA,NA,NA,NA
2023/10/24 17:49:00, 40.8,217.9,  0.3,231.8, 50.03,    11,NA, 94636.0,    29.40, 33027,217.9,235.0,412.1,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.4,  0.4,231.8,232.7,232.5,NA,NA,NA,NA
2023/10/24 17:54:00, 41.1,254.2,  0.0,231.4, 50.07,     0,NA, 94636.0,    29.40, 33027,254.2,296.3,264.4,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,231.4,233.6,232.1,NA,NA,NA,NA
2023/10/25 06:42:30, 32.7,223.1,  0.0,231.8, 49.98,     0,NA, 94636.0,     0.00, 33027,223.1,256.2,302.7,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,231.8,234.6,232.7,NA,NA,NA,NA
2023/10/25 06:47:30, 32.8,352.4,  0.0,230.9, 49.96,     0,NA, 94636.0,     0.00, 33027,352.4,390.5,240.6,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,230.9,232.6,231.3,NA,NA,NA,NA
2023/10/25 06:52:30, 33.6,321.1,  0.3,230.0, 49.98,   108,NA, 94636.0,     0.00, 33027,321.1,284.5,329.8,  0.0,  0.0,  0.1,     0,     0,    32,  0.3,  0.3,  0.3,230.0,231.4,230.0,NA,NA,NA,NA
2023/10/25 06:57:30, 34.8,223.2,  0.3,232.4, 50.03,   156,NA, 94636.0,     0.00, 33027,223.2,403.9,421.6,  0.0,  0.0,  0.1,     0,     0,    42,  0.3,  0.3,  0.3,232.4,234.0,232.7,NA,NA,NA,NA
2023/10/25 07:02:30, 36.1,232.0,  0.5,230.3, 49.97,   190,NA, 94636.1,     0.10, 33027,232.0,393.6,397.6,  0.0,  0.1,  0.2,     0,    39,    79,  0.5,  0.4,  0.4,230.3,231.9,231.1,NA,NA,NA,NA
2023/10/25 07:07:30, 37.2,232.4,  0.5,232.8, 49.97,   267,NA, 94636.1,     0.10, 33027,232.4,386.6,431.3,  0.1,  0.1,  0.3,    23,    38,   129,  0.5,  0.4,  0.5,232.8,234.1,233.4,NA,NA,NA,NA
2023/10/25 07:12:30, 38.3,233.8,  0.6,231.8, 49.95,   358,NA, 94636.1,     0.10, 33027,233.8,415.6,411.0,  0.2,  0.2,  0.4,    46,    83,   164,  0.6,  0.5,  0.5,231.8,233.9,232.4,NA,NA,NA,NA
2023/10/25 07:17:30, 39.4,224.0,  0.6,230.5, 50.00,   390,NA, 94636.1,     0.10, 33027,224.0,404.7,448.7,  0.2,  0.3,  0.4,    44,   121,   179,  0.6,  0.5,  0.6,230.5,232.0,230.9,NA,NA,NA,NA
2023/10/25 07:22:30, 40.6,233.1,  0.6,230.3, 49.92,   383,NA, 94636.2,     0.20, 33027,233.1,409.8,436.3,  0.2,  0.3,  0.4,    46,   122,   174,  0.6,  0.5,  0.6,230.3,231.4,230.5,NA,NA,NA,NA
2023/10/25 07:27:30, 41.6,244.4,  0.5,232.4, 49.88,   266,NA, 94636.2,     0.20, 33027,244.4,407.0,438.9,  0.1,  0.1,  0.3,    24,    40,   131,  0.5,  0.4,  0.5,232.4,233.8,232.7,NA,NA,NA,NA
2023/10/25 07:32:30, 42.5,265.2,  0.6,231.8, 49.93,   252,NA, 94636.2,     0.20, 33027,265.2,432.8,417.3,  0.1,  0.1,  0.3,    26,    43,   125,  0.6,  0.4,  0.5,231.8,233.5,232.2,NA,NA,NA,NA
2023/10/25 07:37:30, 43.4,233.6,  0.3,230.8, 49.81,   197,NA, 94636.2,     0.20, 33027,233.6,384.1,407.8,  0.1,  0.1,  0.2,    23,    38,    81,  0.3,  0.3,  0.3,230.8,231.7,230.7,NA,NA,NA,NA
2023/10/25 07:42:30, 43.9,214.7,  0.3,233.0, 49.86,   188,NA, 94636.3,     0.30, 33028,214.7,430.7,421.1,  0.1,  0.0,  0.2,    21,     0,    84,  0.3,  0.3,  0.3,233.0,234.8,233.9,NA,NA,NA,NA
2023/10/25 07:47:30, 44.5,240.9,  0.3,233.4, 49.97,   205,NA, 94636.3,     0.30, 33028,240.9,365.7,387.9,  0.1,  0.1,  0.2,    24,    36,    77,  0.3,  0.3,  0.3,233.4,235.0,234.2,NA,NA,NA,NA
2023/10/25 07:52:30, 45.2,246.1,  0.6,232.6, 49.86,   300,NA, 94636.3,     0.30, 33028,246.1,400.5,435.4,  0.1,  0.2,  0.3,    24,    80,   130,  0.6,  0.5,  0.5,232.6,234.0,233.5,NA,NA,NA,NA
2023/10/25 07:57:30, 45.9,274.3,  0.6,233.2, 50.00,   393,NA, 94636.3,     0.30, 33028,274.3,391.7,436.8,  0.2,  0.3,  0.4,    54,   117,   174,  0.6,  0.5,  0.6,233.2,234.8,234.0,NA,NA,NA,NA
2023/10/25 08:02:30, 46.5,244.9,  0.4,233.7, 50.07,   302,NA, 94636.4,     0.40, 33028,244.9,385.2,429.6,  0.1,  0.2,  0.3,    24,    77,   128,  0.4,  0.4,  0.4,233.7,235.4,234.4,NA,NA,NA,NA
2023/10/25 08:07:30, 47.0,212.2,  0.6,233.2, 50.00,   431,NA, 94636.4,     0.40, 33028,212.2,433.6,442.6,  0.3,  0.3,  0.4,    63,   130,   177,  0.6,  0.5,  0.6,233.2,234.7,234.0,NA,NA,NA,NA
2023/10/25 08:12:30, 47.7,217.2,  1.1,233.7, 50.09,   665,NA, 94636.4,     0.40, 33028,217.2,449.9,435.9,  0.4,  0.5,  0.7,    86,   224,   305,  1.1,  1.0,  1.0,233.7,236.2,235.2,NA,NA,NA,NA
2023/10/25 08:17:30, 48.4,246.2,  1.3,233.8, 50.01,  1004,NA, 94636.5,     0.50, 33028,246.2,445.0,448.7,  0.6,  0.8,  1.0,   147,   356,   448,  1.3,  1.2,  1.3,233.8,235.7,235.2,NA,NA,NA,NA
2023/10/25 08:22:30, 49.2,259.8,  1.7,232.3, 49.94,  1031,NA, 94636.6,     0.60, 33028,259.8,445.9,439.4,  0.7,  0.8,  1.0,   181,   356,   439,  1.7,  1.5,  1.5,232.3,234.4,233.8,NA,NA,NA,NA
2023/10/25 08:27:30, 49.9,268.4,  1.6,232.2, 49.87,  1091,NA, 94636.7,     0.70, 33028,268.4,453.5,449.3,  0.7,  0.8,  1.1,   187,   362,   494,  1.6,  1.5,  1.5,232.2,234.2,234.2,NA,NA,NA,NA
2023/10/25 08:32:30, 45.8,268.5,  1.6,233.4, 49.93,  1004,NA, 94636.7,     0.70, 33028,268.5,435.6,433.6,  0.6,  0.8,  1.0,   161,   348,   433,  1.6,  1.5,  1.6,233.4,235.4,234.8,NA,NA,NA,NA
2023/10/25 08:37:30, 44.1,269.7,  2.1,232.7, 49.85,  1483,NA, 94636.8,     0.80, 33028,269.7,437.2,429.6,  1.0,  1.2,  1.5,   269,   524,   644,  2.1,  2.0,  2.1,232.7,234.4,234.2,NA,NA,NA,NA
2023/10/25 08:42:30, 43.7,272.9,  2.5,231.7, 49.94,  1685,NA, 94637.0,     1.00, 33029,272.9,459.0,448.8,  1.1,  1.4,  1.7,   300,   642,   762,  2.5,  2.5,  2.5,231.7,233.7,233.6,NA,NA,NA,NA
2023/10/25 08:47:30, 43.6,282.4,  2.7,231.4, 49.97,  1836,NA, 94637.1,     1.10, 33029,282.4,445.1,441.2,  1.2,  1.6,  1.8,   338,   712,   794,  2.7,  2.7,  2.7,231.4,233.8,233.5,NA,NA,NA,NA
2023/10/25 08:52:30, 43.4,246.9,  2.4,230.5, 49.98,  1595,NA, 94637.3,     1.30, 33029,246.9,428.1,460.9,  1.1,  1.4,  1.6,   271,   599,   737,  2.4,  2.3,  2.4,230.5,232.2,232.0,NA,NA,NA,NA
2023/10/25 08:57:30, 43.1,282.7,  2.0,230.4, 49.98,  1392,NA, 94637.4,     1.40, 33029,282.7,455.5,446.5,  0.8,  1.1,  1.4,   226,   501,   625,  2.0,  1.9,  2.0,230.4,232.3,231.9,NA,NA,NA,NA
2023/10/25 09:02:30, 43.0,282.8,  2.6,230.0, 50.03,  1716,NA, 94637.5,     1.50, 33029,282.8,448.7,447.9,  1.1,  1.4,  1.7,   311,   628,   761,  2.6,  2.4,  2.5,230.0,232.3,231.4,NA,NA,NA,NA
2023/10/25 09:07:30, 43.4,275.2,  3.9,232.4, 50.01,  2737,NA, 94637.7,     1.70, 33029,275.2,437.4,434.0,  1.9,  2.4,  2.7,   522,  1049,  1171,  3.9,  3.8,  3.9,232.4,235.1,234.5,NA,NA,NA,NA
2023/10/25 09:12:30, 44.0,259.9,  4.1,230.9, 50.03,  2807,NA, 94637.9,     1.90, 33029,259.9,457.4,443.5,  2.0,  2.4,  2.7,   519,  1097,  1197,  4.1,  3.9,  4.0,230.9,234.2,233.9,NA,NA,NA,NA
2023/10/25 09:17:30, 44.3,275.1,  3.1,230.7, 50.03,  2152,NA, 94638.1,     2.10, 33029,275.1,447.5,438.3,  1.4,  1.9,  2.2,   385,   850,   964,  3.1,  2.9,  3.0,230.7,233.6,233.1,NA,NA,NA,NA
2023/10/25 09:22:30, 44.5,272.6,  4.6,231.9, 49.98,  3209,NA, 94638.4,     2.40, 33029,272.6,453.4,448.9,  2.2,  2.8,  3.1,   599,  1269,  1391,  4.6,  4.4,  4.5,231.9,234.8,234.6,NA,NA,NA,NA
2023/10/25 09:27:30, 44.7,279.9,  4.2,231.8, 49.93,  2951,NA, 94638.6,     2.60, 33029,279.9,447.5,434.8,  1.9,  2.6,  2.9,   531,  1163,  1260,  4.2,  4.1,  4.2,231.8,234.4,234.7,NA,NA,NA,NA
2023/10/25 09:32:30, 45.2,268.6,  4.8,232.1, 50.00,  3311,NA, 94638.9,     2.90, 33029,268.6,447.4,434.5,  2.3,  2.9,  3.3,   617,  1297,  1433,  4.8,  4.8,  4.8,232.1,234.2,234.4,NA,NA,NA,NA
2023/10/25 09:37:30, 45.3,266.9,  3.3,231.9, 49.98,  2349,NA, 94639.1,     3.10, 33029,266.9,450.8,436.8,  1.6,  2.0,  2.4,   427,   901,  1048,  3.3,  3.2,  3.3,231.9,234.1,234.2,NA,NA,NA,NA
2023/10/25 09:42:30, 45.0,289.5,  3.3,234.2, 50.00,  2317,NA, 94639.3,     3.30, 33030,289.5,457.9,456.2,  1.4,  2.0,  2.2,   405,   915,  1003,  3.3,  3.2,  3.3,234.2,235.0,234.5,NA,NA,NA,NA
2023/10/25 09:47:30, 44.6,273.8,  4.7,235.0, 50.03,  3280,NA, 94639.5,     3.50, 33030,273.8,443.1,438.6,  2.3,  2.9,  3.2,   629,  1284,  1403,  4.7,  4.6,  4.6,235.0,236.4,236.4,NA,NA,NA,NA
2023/10/25 09:52:30, 44.9,269.4,  4.6,234.9, 50.06,  3252,NA, 94639.7,     3.70, 33030,269.4,449.3,429.2,  2.2,  2.8,  3.3,   592,  1258,  1416,  4.6,  4.5,  4.6,234.9,236.1,235.5,NA,NA,NA,NA
2023/10/25 09:57:30, 45.5,267.6,  5.7,234.2, 50.01,  3980,NA, 94640.0,     4.00, 33030,267.6,436.2,427.8,  2.9,  3.7,  4.0,   776,  1613,  1711,  5.7,  5.5,  5.6,234.2,235.1,235.4,NA,NA,NA,NA
2023/10/25 10:02:30, 46.0,261.9,  5.5,233.8, 50.01,  3818,NA, 94640.3,     4.30, 33030,261.9,435.4,425.7,  2.8,  3.5,  3.8,   733,  1523,  1617,  5.5,  5.3,  5.4,233.8,235.3,235.4,NA,NA,NA,NA
2023/10/25 10:07:30, 45.6,271.0,  3.8,233.8, 50.03,  2682,NA, 94640.5,     4.50, 33030,271.0,431.7,433.4,  1.9,  2.4,  2.7,   514,  1036,  1170,  3.8,  3.7,  3.8,233.8,234.7,234.6,NA,NA,NA,NA
2023/10/25 10:12:30, 45.4,268.7,  3.0,233.4, 50.03,  2059,NA, 94640.8,     4.80, 33030,268.7,440.7,436.8,  1.3,  1.8,  2.1,   349,   793,   917,  3.0,  2.9,  3.0,233.4,234.0,232.5,NA,NA,NA,NA
2023/10/25 10:17:30, 45.1,276.5,  3.6,232.4, 50.01,  2533,NA, 94641.0,     5.00, 33030,276.5,454.8,450.3,  1.7,  2.2,  2.4,   470,  1000,  1080,  3.6,  3.5,  3.6,232.4,232.8,233.8,NA,NA,NA,NA
2023/10/25 10:22:30, 44.7,272.1,  2.4,233.1, 50.04,  1694,NA, 94641.1,     5.10, 33030,272.1,438.3,439.7,  1.1,  1.5,  1.7,   299,   657,   747,  2.4,  2.3,  2.4,233.1,234.0,234.3,NA,NA,NA,NA
2023/10/25 10:27:30, 44.5,274.3,  3.2,233.1, 49.97,  2197,NA, 94641.3,     5.30, 33030,274.3,447.6,443.1,  1.4,  1.9,  2.2,   384,   850,   974,  3.2,  3.0,  3.1,233.1,234.0,234.5,NA,NA,NA,NA
2023/10/25 10:32:30, 45.2,262.1,  6.2,233.6, 49.98,  4368,NA, 94641.6,     5.60, 33030,262.1,441.9,425.3,  3.2,  4.0,  4.4,   838,  1767,  1871,  6.2,  6.1,  6.2,233.6,235.3,235.8,NA,NA,NA,NA
2023/10/25 10:37:30, 45.6,262.4,  6.1,233.8, 49.97,  4318,NA, 94641.8,     5.80, 33030,262.4,431.2,429.9,  3.2,  4.0,  4.3,   839,  1724,  1848,  6.1,  6.0,  6.1,233.8,235.6,237.2,NA,NA,NA,NA
2023/10/25 10:42:30, 46.2,260.7,  6.5,233.9, 50.02,  4559,NA, 94642.2,     6.20, 33031,260.7,434.3,417.4,  3.4,  4.2,  4.7,   886,  1824,  1961,  6.5,  6.4,  6.5,233.9,235.9,237.5,NA,NA,NA,NA
2023/10/25 10:47:30, 46.5,271.6,  3.4,233.6, 50.01,  2423,NA, 94642.4,     6.40, 33031,271.6,433.4,432.1,  1.5,  2.2,  2.5,   407,   953,  1080,  3.4,  3.3,  3.4,233.6,235.8,236.7,NA,NA,NA,NA
2023/10/25 10:52:30, 46.1,264.9,  6.3,233.7, 50.03,  4429,NA, 94642.7,     6.70, 33031,264.9,421.9,414.4,  3.3,  4.2,  4.4,   874,  1771,  1823,  6.3,  6.2,  6.3,233.7,235.6,236.6,NA,NA,NA,NA
2023/10/25 10:57:30, 46.9,266.8,  3.3,232.6, 49.98,  2306,NA, 94643.0,     7.00, 33031,266.8,435.2,421.4,  1.5,  2.1,  2.5,   400,   913,  1053,  3.3,  3.3,  3.3,232.6,234.4,235.9,NA,NA,NA,NA
2023/10/25 11:02:30, 47.1,257.2,  7.8,232.4, 49.94,  5458,NA, 94643.3,     7.30, 33031,257.2,425.1,408.7,  4.1,  5.2,  5.7,  1054,  2210,  2329,  7.8,  7.8,  7.8,232.4,234.8,238.1,NA,NA,NA,NA
2023/10/25 11:07:30, 48.4,253.0,  7.5,232.5, 49.92,  5175,NA, 94643.8,     7.80, 33031,253.0,415.0,409.1,  4.0,  5.1,  5.4,  1012,  2116,  2209,  7.5,  7.6,  7.6,232.5,233.9,235.2,NA,NA,NA,NA
2023/10/25 11:12:30, 48.7,246.8,  7.1,232.2, 49.94,  4943,NA, 94644.2,     8.20, 33031,246.8,419.6,406.7,  3.9,  4.8,  5.2,   962,  2014,  2114,  7.1,  6.9,  7.0,232.2,234.3,236.6,NA,NA,NA,NA
2023/10/25 11:17:30, 48.9,248.2,  6.7,233.5, 50.03,  4677,NA, 94644.6,     8.60, 33031,248.2,421.1,398.5,  3.7,  4.5,  5.0,   918,  1894,  1992,  6.7,  6.6,  6.6,233.5,235.0,236.6,NA,NA,NA,NA
2023/10/25 11:22:30, 48.7,266.1,  2.9,232.6, 49.98,  2068,NA, 94644.9,     8.90, 33031,266.1,433.2,422.4,  1.2,  1.8,  2.3,   319,   779,   971,  2.9,  2.9,  2.9,232.6,234.4,235.7,NA,NA,NA,NA
2023/10/25 11:27:30, 47.6,275.0,  2.4,233.5, 49.94,  1698,NA, 94645.0,     9.00, 33031,275.0,447.6,431.8,  1.0,  1.4,  1.8,   275,   626,   777,  2.4,  2.4,  2.4,233.5,234.2,236.1,NA,NA,NA,NA
2023/10/25 11:32:30, 46.8,266.7,  3.0,233.5, 49.99,  2100,NA, 94645.2,     9.20, 33031,266.7,439.7,433.7,  1.3,  1.8,  2.1,   346,   791,   910,  3.0,  2.9,  2.9,233.5,234.3,236.9,NA,NA,NA,NA
2023/10/25 11:37:30, 46.3,274.0,  3.5,234.1, 49.95,  2449,NA, 94645.4,     9.40, 33031,274.0,441.7,441.7,  1.7,  2.1,  2.4,   465,   927,  1060,  3.5,  3.5,  3.5,234.1,234.8,236.8,NA,NA,NA,NA
2023/10/25 11:42:30, 46.6,288.8,  3.6,235.4, 49.98,  2518,NA, 94645.6,     9.60, 33032,288.8,434.7,423.7,  1.4,  2.3,  2.6,   404,   999,  1101,  3.6,  3.5,  3.5,235.4,236.6,238.6,NA,NA,NA,NA
2023/10/25 11:47:30, 46.1,273.0,  2.4,236.2, 49.92,  1696,NA, 94645.8,     9.80, 33032,273.0,448.5,441.5,  1.1,  1.4,  1.7,   300,   627,   750,  2.4,  2.3,  2.4,236.2,237.7,237.8,NA,NA,NA,NA
2023/10/25 11:52:30, 45.7,269.5,  2.0,237.4, 50.01,  1370,NA, 94645.9,     9.90, 33032,269.5,435.8,433.7,  0.9,  1.2,  1.4,   242,   522,   607,  2.0,  1.9,  1.9,237.4,238.7,238.4,NA,NA,NA,NA
2023/10/25 11:57:30, 45.0,276.3,  2.1,236.2, 49.93,  1462,NA, 94646.0,    10.00, 33032,276.3,444.1,428.0,  0.9,  1.2,  1.5,   248,   532,   642,  2.1,  2.0,  2.1,236.2,237.5,238.4,NA,NA,NA,NA
2023/10/25 12:02:30, 44.7,274.9,  2.8,236.1, 49.96,  1975,NA, 94646.1,    10.10, 33032,274.9,432.3,439.0,  1.3,  1.7,  2.0,   357,   734,   878,  2.8,  2.7,  2.8,236.1,238.1,238.3,NA,NA,NA,NA
2023/10/25 12:07:30, 45.0,272.5,  3.5,236.5, 49.99,  2475,NA, 94646.4,    10.40, 33032,272.5,453.1,442.8,  1.7,  2.1,  2.4,   463,   951,  1062,  3.5,  3.4,  3.5,236.5,238.5,240.3,NA,NA,NA,NA
2023/10/25 12:12:30, 45.3,239.7,  3.7,237.2, 49.95,  2615,NA, 94646.6,    10.60, 33032,239.7,444.4,434.0,  1.8,  2.3,  2.7,   431,  1022,  1171,  3.7,  3.7,  3.7,237.2,238.5,240.3,NA,NA,NA,NA
2023/10/25 12:17:30, 45.5,233.2,  3.1,237.2, 49.99,  2231,NA, 94646.8,    10.80, 33032,233.2,443.1,431.7,  1.5,  2.0,  2.4,   349,   886,  1036,  3.1,  3.0,  3.1,237.2,238.5,238.9,NA,NA,NA,NA
2023/10/25 12:22:30, 45.5,228.5,  4.3,237.4, 50.01,  3101,NA, 94647.0,    11.00, 33032,228.5,414.7,451.4,  2.5,  3.0,  3.0,   571,  1244,  1354,  4.3,  4.3,  4.3,237.4,239.1,241.3,NA,NA,NA,NA
2023/10/25 12:27:30, 45.6,233.5,  3.4,236.4, 49.96,  2384,NA, 94647.2,    11.20, 33032,233.5,448.9,426.4,  1.7,  2.1,  2.5,   396,   942,  1066,  3.4,  3.3,  3.4,236.4,238.2,239.6,NA,NA,NA,NA
2023/10/25 12:32:30, 45.7,238.7,  3.2,236.4, 49.95,  2260,NA, 94647.4,    11.40, 33032,238.7,435.9,424.2,  1.6,  2.0,  2.4,   381,   871,  1018,  3.2,  3.1,  3.2,236.4,238.2,239.7,NA,NA,NA,NA
2023/10/25 12:37:30, 45.9,228.5,  4.0,236.0, 50.00,  2876,NA, 94647.6,    11.60, 33032,228.5,438.4,421.4,  2.1,  2.6,  3.0,   479,  1139,  1264,  4.0,  4.0,  4.0,236.0,237.7,239.3,NA,NA,NA,NA
2023/10/25 12:42:30, 46.3,236.0,  5.7,236.3, 49.97,  4016,NA, 94647.9,    11.90, 33033,236.0,435.2,430.3,  2.8,  3.8,  4.3,   660,  1653,  1850,  5.7,  5.7,  5.7,236.3,238.4,241.1,NA,NA,NA,NA
2023/10/25 12:47:30, 47.3,223.1,  5.6,237.1, 49.99,  3947,NA, 94648.2,    12.20, 33033,223.1,386.5,402.7,  2.9,  4.1,  4.5,   646,  1584,  1812,  5.6,  5.6,  5.6,237.1,239.2,239.9,NA,NA,NA,NA
2023/10/25 12:52:30, 48.4,322.3,  7.0,238.8, 50.09,  4929,NA, 94648.7,    12.70, 33033,322.3,426.1,436.9,  2.3,  5.1,  4.9,   741,  2173,  2140,  7.0,  6.8,  6.9,238.8,241.2,241.6,NA,NA,NA,NA
2023/10/25 12:57:30, 48.9,327.7,  7.2,237.2, 49.96,  5116,NA, 94649.1,    13.10, 33033,327.7,395.7,387.8,  2.3,  5.5,  6.0,   753,  2176,  2326,  7.2,  7.1,  7.1,237.2,240.9,241.4,NA,NA,NA,NA
2023/10/25 13:02:30, 49.1,329.2,  6.7,236.8, 49.94,  4811,NA, 94649.5,    13.50, 33033,329.2,401.4,383.7,  2.0,  5.2,  5.7,   658,  2087,  2187,  6.7,  6.6,  6.7,236.8,241.2,241.1,NA,NA,NA,NA
2023/10/25 13:07:30, 49.1,279.2,  4.6,236.9, 50.00,  3237,NA, 94649.8,    13.80, 33033,279.2,424.0,391.9,  1.8,  3.1,  3.8,   502,  1314,  1489,  4.6,  4.5,  4.5,236.9,241.4,241.1,NA,NA,NA,NA
2023/10/25 13:12:30, 48.4,257.8,  2.8,238.2, 50.01,  1904,NA, 94650.1,    14.10, 33033,257.8,419.5,408.1,  1.2,  1.7,  2.2,   309,   713,   897,  2.8,  2.6,  2.7,238.2,242.6,241.9,NA,NA,NA,NA
