Time,Temp(�C),Vpv(V),Iac(A),Vac(V),Fac(Hz),Pac(W),Zac(mOhm),E-Total(kWh),E-Today(kWh),h-Total(h),Vpv1(V),Vpv2(V),Vpv3(V),Ipv1(A),Ipv2(A),Ipv3(A),Ppv1(W),Ppv2(W),Ppv3(W),Iac1(A),Iac2(A),Iac3(A),Vac1(V),Vac2(V),Vac3(V),Temp1(C),Temp2(C),RAD1(W/m^2),RAD2(W/m^2)
2023/10/23 06:39:30, 33.0,282.6,  0.0,241.8, 49.92,     0,NA, 94582.1,     0.00, 33005,282.6,370.7,233.4,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,241.8,243.8,242.0,NA,NA,NA,NA
2023/10/23 06:44:30, 33.6,217.8,  0.2,241.8, 49.97,    43,NA, 94582.1,     0.00, 33005,217.8,451.9,408.0,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.3,241.8,243.0,242.5,NA,NA,NA,NA
2023/10/23 06:49:30, 34.8,229.7,  0.2,241.7, 49.99,    48,NA, 94582.1,     0.00, 33005,229.7,410.1,310.9,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.2,241.7,242.2,241.2,NA,NA,NA,NA
2023/10/23 06:54:30, 35.9,334.3,  0.2,240.1, 49.87,    52,NA, 94582.1,     0.00, 33005,334.3,252.4,433.0,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.2,240.1,240.9,240.3,NA,NA,NA,NA
2023/10/23 06:59:30, 36.9,264.7,  0.3,239.3, 49.93,    69,NA, 94582.1,     0.00, 33005,264.7,214.0,419.3,  0.0,  0.0,  0.1,     0,     0,    41,  0.3,  0.3,  0.3,239.3,240.4,239.9,NA,NA,NA,NA
2023/10/23 07:04:30, 37.9,227.9,  0.3,238.8, 50.00,   108,NA, 94582.1,     0.00, 33005,227.9,277.3,398.9,  0.0,  0.0,  0.1,     0,     0,    39,  0.3,  0.2,  0.3,238.8,240.1,239.1,NA,NA,NA,NA
2023/10/23 07:09:30, 38.9,231.6,  0.3,238.9, 50.03,   164,NA, 94582.2,     0.10, 33005,231.6,349.3,417.1,  0.0,  0.1,  0.2,     0,    34,    83,  0.3,  0.3,  0.3,238.9,240.1,239.3,NA,NA,NA,NA
2023/10/23 07:14:30, 39.7,217.7,  0.3,238.5, 50.00,   154,NA, 94582.2,     0.10, 33005,217.7,382.4,409.6,  0.0,  0.0,  0.1,     0,     0,    40,  0.3,  0.2,  0.3,238.5,239.6,238.9,NA,NA,NA,NA
2023/10/23 07:19:30, 40.7,249.4,  0.4,238.5, 50.03,   170,NA, 94582.2,     0.10, 33005,249.4,414.2,395.1,  0.0,  0.0,  0.2,     0,     0,    79,  0.4,  0.4,  0.4,238.5,239.2,238.6,NA,NA,NA,NA
2023/10/23 07:24:30, 41.6,227.7,  0.2,237.9, 50.04,   168,NA, 94582.2,     0.10, 33005,227.7,398.2,422.7,  0.0,  0.0,  0.2,     0,     0,    84,  0.2,  0.2,  0.3,237.9,238.7,238.3,NA,NA,NA,NA
2023/10/23 07:29:30, 42.5,253.5,  0.4,237.8, 50.03,   221,NA, 94582.2,     0.10, 33005,253.5,390.9,400.1,  0.1,  0.1,  0.2,    25,    39,    80,  0.4,  0.4,  0.4,237.8,238.1,237.7,NA,NA,NA,NA
2023/10/23 07:34:30, 43.3,229.5,  0.4,237.5, 50.07,   293,NA, 94582.2,     0.10, 33005,229.5,424.0,447.6,  0.1,  0.1,  0.3,    22,    42,   134,  0.4,  0.4,  0.4,237.5,238.6,237.9,NA,NA,NA,NA
2023/10/23 07:39:30, 44.2,267.6,  0.5,236.6, 50.00,   286,NA, 94582.3,     0.20, 33005,267.6,423.3,430.9,  0.1,  0.1,  0.3,    26,    42,   129,  0.5,  0.4,  0.5,236.6,237.9,237.1,NA,NA,NA,NA
2023/10/23 07:44:30, 44.9,220.6,  0.6,236.6, 50.09,   336,NA, 94582.3,     0.20, 33006,220.6,419.4,412.7,  0.2,  0.2,  0.4,    44,    83,   165,  0.6,  0.5,  0.6,236.6,237.9,236.7,NA,NA,NA,NA
2023/10/23 07:49:30, 45.6,238.7,  0.6,236.0, 50.01,   425,NA, 94582.3,     0.20, 33006,238.7,451.6,419.6,  0.2,  0.2,  0.4,    47,    90,   167,  0.6,  0.6,  0.6,236.0,236.9,236.5,NA,NA,NA,NA
2023/10/23 07:54:30, 46.4,250.1,  0.7,234.6, 49.92,   503,NA, 94582.4,     0.30, 33006,250.1,403.9,433.8,  0.3,  0.4,  0.5,    75,   161,   216,  0.7,  0.7,  0.7,234.6,235.5,235.2,NA,NA,NA,NA
2023/10/23 07:59:30, 47.2,260.2,  1.2,234.2, 50.02,   722,NA, 94582.4,     0.30, 33006,260.2,433.1,448.9,  0.4,  0.5,  0.7,   104,   216,   314,  1.2,  1.1,  1.2,234.2,235.4,235.2,NA,NA,NA,NA
2023/10/23 08:04:30, 47.9,236.0,  1.3,234.3, 50.08,   863,NA, 94582.5,     0.40, 33006,236.0,418.5,437.2,  0.6,  0.7,  0.9,   141,   292,   393,  1.3,  1.2,  1.2,234.3,235.5,235.2,NA,NA,NA,NA
2023/10/23 08:09:30, 48.7,241.0,  1.4,234.0, 50.09,   902,NA, 94582.5,     0.40, 33006,241.0,449.3,450.2,  0.6,  0.7,  0.9,   144,   314,   405,  1.4,  1.3,  1.3,234.0,235.2,234.6,NA,NA,NA,NA
2023/10/23 08:14:30, 49.5,272.9,  1.7,233.8, 50.12,  1164,NA, 94582.6,     0.50, 33006,272.9,444.2,446.9,  0.7,  0.9,  1.1,   191,   399,   491,  1.7,  1.6,  1.7,233.8,235.0,234.7,NA,NA,NA,NA
2023/10/23 08:19:30, 47.9,271.8,  1.6,234.5, 50.07,  1085,NA, 94582.7,     0.60, 33006,271.8,454.9,446.1,  0.6,  0.8,  1.1,   163,   363,   490,  1.6,  1.6,  1.7,234.5,235.4,235.2,NA,NA,NA,NA
2023/10/23 08:24:30, 44.9,280.4,  1.6,234.9, 49.91,  1145,NA, 94582.8,     0.70, 33006,280.4,457.0,448.0,  0.7,  0.9,  1.1,   196,   411,   492,  1.6,  1.6,  1.6,234.9,235.5,235.3,NA,NA,NA,NA
2023/10/23 08:29:30, 43.8,282.8,  1.7,239.6, 50.09,  1263,NA, 94582.9,     0.80, 33006,282.8,457.0,452.6,  0.7,  1.0,  1.2,   197,   457,   543,  1.7,  1.6,  1.7,239.6,240.5,240.0,NA,NA,NA,NA
2023/10/23 08:34:30, 43.5,279.3,  1.6,238.9, 50.02,  1175,NA, 94583.0,     0.90, 33006,279.3,444.9,446.5,  0.7,  1.0,  1.2,   195,   444,   535,  1.6,  1.5,  1.6,238.9,239.7,239.4,NA,NA,NA,NA
2023/10/23 08:39:30, 43.1,274.7,  2.1,238.7, 49.98,  1437,NA, 94583.1,     1.00, 33006,274.7,449.1,455.4,  0.9,  1.2,  1.4,   247,   538,   637,  2.1,  2.0,  2.1,238.7,238.9,239.3,NA,NA,NA,NA
2023/10/23 08:44:30, 43.2,277.9,  2.5,238.1, 50.02,  1833,NA, 94583.3,     1.20, 33007,277.9,456.9,446.9,  1.2,  1.5,  1.8,   333,   685,   804,  2.5,  2.5,  2.5,238.1,238.6,238.6,NA,NA,NA,NA
2023/10/23 08:49:30, 43.2,275.0,  2.3,237.7, 50.04,  1601,NA, 94583.4,     1.30, 33007,275.0,443.5,443.7,  1.0,  1.4,  1.6,   275,   620,   709,  2.3,  2.2,  2.3,237.7,238.5,239.0,NA,NA,NA,NA
2023/10/23 08:54:30, 43.4,283.1,  2.8,235.9, 49.95,  1987,NA, 94583.6,     1.50, 33007,283.1,450.0,446.1,  1.2,  1.7,  1.9,   339,   765,   847,  2.8,  2.7,  2.8,235.9,237.1,237.8,NA,NA,NA,NA
2023/10/23 08:59:30, 43.5,264.3,  3.1,235.0, 49.98,  2068,NA, 94583.7,     1.60, 33007,264.3,448.1,455.1,  1.4,  1.8,  2.0,   370,   806,   910,  3.1,  2.9,  2.9,235.0,235.7,236.6,NA,NA,NA,NA
2023/10/23 09:04:30, 43.9,269.8,  3.4,235.1, 49.96,  2410,NA, 94583.9,     1.80, 33007,269.8,435.7,425.6,  1.7,  2.1,  2.4,   458,   914,  1021,  3.4,  3.3,  3.4,235.1,236.0,236.5,NA,NA,NA,NA
2023/10/23 09:09:30, 44.4,273.3,  3.9,234.6, 49.96,  2724,NA, 94584.2,     2.10, 33007,273.3,456.4,452.6,  1.9,  2.3,  2.6,   519,  1049,  1176,  3.9,  3.9,  3.9,234.6,235.1,236.0,NA,NA,NA,NA
2023/10/23 09:14:30, 44.7,272.6,  4.3,234.6, 49.99,  3003,NA, 94584.4,     2.30, 33007,272.6,443.9,444.6,  2.1,  2.6,  2.9,   572,  1154,  1289,  4.3,  4.2,  4.2,234.6,235.2,236.2,NA,NA,NA,NA
2023/10/23 09:19:30, 45.1,267.9,  4.2,235.8, 50.08,  2985,NA, 94584.6,     2.50, 33007,267.9,445.6,441.5,  2.1,  2.6,  2.9,   562,  1158,  1280,  4.2,  4.2,  4.2,235.8,236.4,237.0,NA,NA,NA,NA
2023/10/23 09:24:30, 45.4,264.1,  4.6,234.5, 49.98,  3217,NA, 94584.9,     2.80, 33007,264.1,436.3,430.2,  2.3,  2.9,  3.2,   607,  1265,  1376,  4.6,  4.5,  4.6,234.5,235.6,236.2,NA,NA,NA,NA
2023/10/23 09:29:30, 45.7,270.1,  4.9,234.1, 49.97,  3445,NA, 94585.2,     3.10, 33007,270.1,442.3,436.4,  2.4,  3.1,  3.4,   648,  1371,  1483,  4.9,  4.8,  4.8,234.1,235.5,236.4,NA,NA,NA,NA
2023/10/23 09:34:30, 46.0,266.1,  4.9,234.2, 49.98,  3457,NA, 94585.5,     3.40, 33007,266.1,437.6,425.6,  2.5,  3.1,  3.5,   665,  1356,  1489,  4.9,  4.8,  4.9,234.2,234.7,236.0,NA,NA,NA,NA
2023/10/23 09:39:30, 46.1,263.6,  4.9,234.3, 50.00,  3434,NA, 94585.7,     3.60, 33007,263.6,435.5,435.4,  2.5,  3.1,  3.4,   659,  1350,  1480,  4.9,  4.8,  4.8,234.3,235.5,236.4,NA,NA,NA,NA
2023/10/23 09:44:30, 46.4,265.6,  5.2,234.6, 50.01,  3701,NA, 94586.0,     3.90, 33008,265.6,436.9,427.4,  2.7,  3.4,  3.7,   717,  1485,  1581,  5.2,  5.1,  5.2,234.6,235.8,237.0,NA,NA,NA,NA
2023/10/23 09:49:30, 46.7,261.0,  4.2,233.9, 50.00,  2887,NA, 94586.3,     4.20, 33008,261.0,445.3,445.6,  1.9,  2.5,  3.0,   495,  1113,  1336,  4.2,  4.1,  4.1,233.9,235.4,236.8,NA,NA,NA,NA
2023/10/23 09:54:30, 46.8,271.8,  3.6,233.2, 49.98,  2506,NA, 94586.6,     4.50, 33008,271.8,430.7,430.6,  1.6,  2.3,  2.6,   434,   990,  1119,  3.6,  3.5,  3.6,233.2,234.5,235.2,NA,NA,NA,NA
2023/10/23 09:59:30, 46.6,269.2,  5.3,233.5, 49.98,  3634,NA, 94586.9,     4.80, 33008,269.2,434.6,435.1,  2.5,  3.3,  3.6,   673,  1434,  1566,  5.3,  5.2,  5.2,233.5,234.9,235.8,NA,NA,NA,NA
2023/10/23 10:04:30, 46.8,263.9,  4.9,233.1, 50.03,  3342,NA, 94587.2,     5.10, 33008,263.9,421.7,434.0,  2.4,  3.1,  3.3,   633,  1307,  1432,  4.9,  4.8,  4.8,233.1,234.7,235.4,NA,NA,NA,NA
2023/10/23 10:09:30, 47.0,268.6,  4.5,232.6, 49.99,  3153,NA, 94587.5,     5.40, 33008,268.6,439.4,430.4,  2.1,  2.9,  3.2,   564,  1274,  1377,  4.5,  4.4,  4.4,232.6,234.3,235.2,NA,NA,NA,NA
2023/10/23 10:14:30, 47.4,261.3,  6.0,233.6, 49.98,  4220,NA, 94587.8,     5.70, 33008,261.3,428.0,415.2,  3.1,  4.0,  4.4,   810,  1712,  1826,  6.0,  5.9,  5.9,233.6,235.0,236.1,NA,NA,NA,NA
2023/10/23 10:19:30, 47.8,256.6,  5.9,234.4, 50.12,  4137,NA, 94588.2,     6.10, 33008,256.6,427.4,417.9,  3.1,  3.9,  4.2,   795,  1666,  1755,  5.9,  5.9,  5.9,234.4,235.7,236.6,NA,NA,NA,NA
2023/10/23 10:24:30, 47.9,265.0,  4.9,234.0, 50.03,  3402,NA, 94588.5,     6.40, 33008,265.0,435.8,426.1,  2.4,  3.1,  3.5,   636,  1350,  1491,  4.9,  4.7,  4.8,234.0,235.3,236.0,NA,NA,NA,NA
2023/10/23 10:29:30, 47.5,266.8,  3.7,234.3, 50.02,  2498,NA, 94588.7,     6.60, 33008,266.8,432.6,431.9,  1.6,  2.3,  2.6,   426,   994,  1122,  3.7,  3.5,  3.6,234.3,235.4,235.8,NA,NA,NA,NA
2023/10/23 10:34:30, 47.1,226.4,  3.4,234.0, 50.07,  2381,NA, 94589.0,     6.90, 33008,226.4,439.6,436.0,  1.8,  2.1,  2.4,   407,   923,  1046,  3.4,  3.3,  3.4,234.0,235.4,235.7,NA,NA,NA,NA
2023/10/23 10:39:30, 46.8,263.7,  6.6,234.5, 50.08,  4599,NA, 94589.2,     7.10, 33008,263.7,434.9,431.4,  3.4,  4.2,  4.5,   896,  1826,  1941,  6.6,  6.4,  6.5,234.5,236.4,237.3,NA,NA,NA,NA
2023/10/23 10:44:30, 47.2,263.8,  3.2,233.9, 50.03,  2209,NA, 94589.5,     7.40, 33009,263.8,444.8,426.9,  1.4,  1.9,  2.3,   369,   845,   981,  3.2,  3.2,  3.2,233.9,235.2,235.6,NA,NA,NA,NA
2023/10/23 10:49:30, 46.6,272.6,  3.7,233.6, 50.05,  2597,NA, 94589.7,     7.60, 33009,272.6,436.1,427.9,  1.7,  2.3,  2.7,   463,  1003,  1155,  3.7,  3.6,  3.7,233.6,235.4,235.7,NA,NA,NA,NA
2023/10/23 10:54:30, 46.6,268.6,  4.3,233.9, 50.00,  3011,NA, 94589.9,     7.80, 33009,268.6,434.2,420.9,  1.9,  2.7,  3.2,   510,  1172,  1346,  4.3,  4.2,  4.3,233.9,235.5,236.3,NA,NA,NA,NA
2023/10/23 10:59:30, 47.4,257.9,  7.0,233.8, 50.05,  4903,NA, 94590.3,     8.20, 33009,257.9,433.5,427.4,  3.7,  4.6,  4.9,   954,  1994,  2094,  7.0,  6.8,  6.9,233.8,235.6,236.6,NA,NA,NA,NA
2023/10/23 11:04:30, 48.0,230.0,  6.6,234.5, 49.99,  4663,NA, 94590.6,     8.50, 33009,230.0,418.1,406.1,  3.8,  4.5,  5.0,   874,  1881,  2030,  6.6,  6.5,  6.5,234.5,236.5,237.2,NA,NA,NA,NA
2023/10/23 11:09:30, 48.7,248.8,  7.7,234.4, 50.02,  5315,NA, 94591.1,     9.00, 33009,248.8,414.2,405.8,  4.2,  5.2,  5.6,  1044,  2153,  2272,  7.7,  7.7,  7.7,234.4,236.3,237.3,NA,NA,NA,NA
2023/10/23 11:14:30, 49.2,249.4,  3.0,235.2, 49.95,  2077,NA, 94591.5,     9.40, 33009,249.4,422.9,406.4,  1.3,  1.9,  2.4,   324,   803,   975,  3.0,  3.0,  3.0,235.2,236.9,236.9,NA,NA,NA,NA
2023/10/23 11:19:30, 48.9,244.5,  7.5,238.7, 50.07,  5418,NA, 94591.8,     9.70, 33009,244.5,409.8,398.5,  4.3,  5.4,  5.8,  1051,  2212,  2311,  7.5,  7.5,  7.5,238.7,240.5,241.9,NA,NA,NA,NA
2023/10/23 11:24:30, 48.6,269.3,  3.0,236.1, 50.02,  2142,NA, 94592.1,    10.00, 33009,269.3,426.4,412.1,  1.3,  1.9,  2.4,   350,   810,   989,  3.0,  2.9,  3.0,236.1,237.6,237.7,NA,NA,NA,NA
2023/10/23 11:29:30, 48.9,247.4,  4.5,235.8, 50.03,  3164,NA, 94592.4,    10.30, 33009,247.4,424.4,416.3,  2.3,  3.0,  3.3,   569,  1273,  1373,  4.5,  4.4,  4.5,235.8,237.4,237.7,NA,NA,NA,NA
2023/10/23 11:34:30, 48.9,243.0,  5.5,235.4, 49.98,  4180,NA, 94592.8,    10.70, 33009,243.0,421.3,412.8,  3.3,  3.7,  3.9,   801,  1558,  1609,  5.5,  5.4,  5.5,235.4,237.2,237.3,NA,NA,NA,NA
2023/10/23 11:39:30, 48.1,224.9,  3.7,234.6, 50.00,  2577,NA, 94593.0,    10.90, 33009,224.9,435.0,414.9,  2.0,  2.3,  2.8,   449,  1000,  1161,  3.7,  3.7,  3.7,234.6,236.2,236.6,NA,NA,NA,NA
2023/10/23 11:44:30, 47.7,248.6,  5.7,235.1, 49.97,  4027,NA, 94593.2,    11.10, 33010,248.6,415.5,407.3,  2.5,  3.7,  4.8,   621,  1537,  1955,  5.7,  5.6,  5.7,235.1,237.1,237.5,NA,NA,NA,NA
2023/10/23 11:49:30, 48.1,263.2,  4.3,235.4, 50.03,  3071,NA, 94593.5,    11.40, 33010,263.2,424.7,416.6,  2.1,  2.9,  3.2,   552,  1231,  1333,  4.3,  4.2,  4.3,235.4,237.1,237.2,NA,NA,NA,NA
2023/10/23 11:54:30, 47.8,264.7,  3.8,235.2, 50.01,  2743,NA, 94593.8,    11.70, 33010,264.7,428.6,424.9,  1.8,  2.5,  2.8,   476,  1071,  1189,  3.8,  3.8,  3.8,235.2,237.0,237.1,NA,NA,NA,NA
2023/10/23 11:59:30, 48.4,263.9,  3.2,235.8, 50.03,  2210,NA, 94594.1,    12.00, 33010,263.9,421.3,415.0,  1.4,  2.1,  2.4,   369,   884,   996,  3.2,  3.1,  3.1,235.8,237.5,237.2,NA,NA,NA,NA
2023/10/23 12:04:30, 47.7,276.9,  3.4,236.2, 50.00,  2361,NA, 94594.3,    12.20, 33010,276.9,434.9,427.5,  1.4,  2.1,  2.5,   387,   913,  1068,  3.4,  3.3,  3.4,236.2,237.7,237.9,NA,NA,NA,NA
2023/10/23 12:09:30, 47.2,266.9,  3.9,236.0, 50.03,  2753,NA, 94594.5,    12.40, 33010,266.9,430.6,434.1,  1.8,  2.5,  2.8,   480,  1076,  1215,  3.9,  3.8,  3.9,236.0,237.7,237.8,NA,NA,NA,NA
2023/10/23 12:14:30, 47.6,357.9,  7.8,236.5, 50.05,  5541,NA, 94594.8,    12.70, 33010,357.9,421.5,414.8,  2.2,  5.7,  6.0,   787,  2402,  2488,  7.8,  7.7,  7.7,236.5,238.4,239.4,NA,NA,NA,NA
2023/10/23 12:19:30, 48.5,231.5,  7.6,237.2, 50.06,  5491,NA, 94595.2,    13.10, 33010,231.5,413.3,405.9,  4.4,  5.5,  5.9,  1018,  2273,  2394,  7.6,  7.5,  7.6,237.2,239.1,240.4,NA,NA,NA,NA
2023/10/23 12:24:30, 49.5,215.6,  8.0,237.5, 50.09,  5758,NA, 94595.7,    13.60, 33010,215.6,396.6,392.8,  5.1,  6.0,  6.3,  1099,  2379,  2474,  8.0,  7.9,  8.0,237.5,239.5,240.7,NA,NA,NA,NA
2023/10/23 12:29:30, 50.0,213.7,  8.0,237.0, 50.07,  5734,NA, 94596.2,    14.10, 33010,213.7,396.5,382.8,  4.9,  6.0,  6.5,  1047,  2379,  2488,  8.0,  7.9,  8.0,237.0,239.3,240.7,NA,NA,NA,NA
2023/10/23 12:34:30, 49.9,217.5,  3.2,237.0, 50.11,  2271,NA, 94596.6,    14.50, 33010,217.5,408.4,386.4,  1.7,  2.2,  2.8,   369,   898,  1081,  3.2,  3.1,  3.1,237.0,238.8,239.1,NA,NA,NA,NA
2023/10/23 12:39:30, 48.7,224.1,  3.0,236.8, 50.07,  2085,NA, 94596.8,    14.70, 33010,224.1,432.5,410.9,  1.6,  1.8,  2.3,   358,   778,   945,  3.0,  3.0,  3.0,236.8,238.8,238.8,NA,NA,NA,NA
2023/10/23 12:44:30, 50.3,498.4,  0.0,  0.0,  0.00,     0,NA, 94596.8,    14.70, 33010,498.4,520.6,521.5,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,NA,NA,NA,NA
2023/10/23 12:49:30, 49.6,348.2,  7.2,238.1, 50.07,  5116,NA, 94597.1,    15.00, 33011,348.2,403.6,391.9,  1.6,  5.6,  6.1,   557,  2260,  2390,  7.2,  6.9,  7.0,238.1,240.4,241.6,NA,NA,NA,NA
2023/10/23 12:54:30, 49.6,291.7,  7.1,238.6, 50.01,  5113,NA, 94597.5,    15.40, 33011,291.7,398.1,392.2,  2.4,  5.6,  6.0,   700,  2229,  2353,  7.1,  7.0,  7.0,238.6,241.3,242.1,NA,NA,NA,NA
2023/10/23 12:59:30, 49.9,297.8,  6.4,239.0, 50.01,  4639,NA, 94597.9,    15.80, 33011,297.8,404.7,388.0,  2.0,  5.0,  5.6,   595,  2023,  2172,  6.4,  6.3,  6.4,239.0,241.3,241.9,NA,NA,NA,NA
2023/10/23 13:04:30, 49.2,228.2,  2.2,238.1, 49.98,  1578,NA, 94598.2,    16.10, 33011,228.2,418.4,400.7,  1.1,  1.4,  1.9,   251,   585,   761,  2.2,  2.1,  2.2,238.1,240.3,240.2,NA,NA,NA,NA
2023/10/23 13:09:30, 48.1,235.1,  2.7,238.8, 50.06,  1891,NA, 94598.3,    16.20, 33011,235.1,429.7,418.1,  1.3,  1.7,  2.1,   305,   730,   878,  2.7,  2.5,  2.6,238.8,240.7,240.5,NA,NA,NA,NA
2023/10/23 13:14:30, 47.5,282.2,  4.9,238.7, 50.09,  3588,NA, 94598.5,    16.40, 33011,282.2,432.1,420.6,  1.9,  3.4,  3.9,   536,  1469,  1640,  4.9,  4.8,  4.9,238.7,241.5,241.8,NA,NA,NA,NA
2023/10/23 13:19:30, 48.5,339.7,  5.3,240.5, 50.18,  3805,NA, 94598.9,    16.80, 33011,339.7,421.8,411.5,  1.5,  3.8,  4.2,   509,  1602,  1728,  5.3,  5.1,  5.2,240.5,242.8,242.8,NA,NA,NA,NA
2023/10/23 13:24:30, 48.9,323.6,  5.0,241.4, 50.26,  3612,NA, 94599.3,    17.20, 33011,323.6,426.8,402.6,  1.5,  3.5,  4.1,   485,  1493,  1650,  5.0,  4.9,  4.9,241.4,243.2,243.6,NA,NA,NA,NA
2023/10/23 13:29:30, 48.3,282.0,  2.6,240.2, 50.14,  1885,NA, 94599.5,    17.40, 33011,282.0,436.0,419.7,  1.0,  1.7,  2.1,   282,   741,   881,  2.6,  2.5,  2.6,240.2,242.4,241.8,NA,NA,NA,NA
2023/10/23 13:34:30, 47.5,275.2,  2.7,240.3, 50.07,  1920,NA, 94599.6,    17.50, 33011,275.2,424.2,421.3,  1.1,  1.8,  2.1,   302,   763,   884,  2.7,  2.6,  2.7,240.3,242.0,241.8,NA,NA,NA,NA
2023/10/23 13:39:30, 47.0,280.3,  3.0,239.3, 50.03,  2168,NA, 94599.8,    17.70, 33011,280.3,438.8,416.4,  1.2,  1.9,  2.4,   336,   833,   999,  3.0,  2.9,  3.0,239.3,241.1,241.3,NA,NA,NA,NA
2023/10/23 13:44:30, 47.0,314.9,  6.0,240.6, 50.04,  4257,NA, 94600.0,    17.90, 33011,314.9,391.0,424.8,  1.5,  4.6,  4.9,   472,  1798,  2081,  6.0,  5.8,  5.9,240.6,242.3,243.1,NA,NA,NA,NA
2023/10/23 13:49:30, 47.7,255.4,  4.2,241.2, 50.13,  3005,NA, 94600.3,    18.20, 33012,255.4,437.2,420.9,  1.5,  2.8,  3.4,   383,  1224,  1431,  4.2,  4.1,  4.2,241.2,242.2,242.8,NA,NA,NA,NA
2023/10/23 13:54:30, 47.9,288.9,  3.4,241.1, 50.02,  2481,NA, 94600.6,    18.50, 33012,288.9,426.9,418.0,  1.2,  2.3,  2.9,   346,   981,  1212,  3.4,  3.3,  3.4,241.1,242.9,243.0,NA,NA,NA,NA
2023/10/23 13:59:30, 47.6,321.6,  6.2,241.3, 50.01,  4447,NA, 94600.9,    18.80, 33012,321.6,426.2,407.3,  1.3,  4.6,  5.3,   418,  1960,  2158,  6.2,  6.0,  6.1,241.3,243.1,243.8,NA,NA,NA,NA
2023/10/23 14:04:30, 48.2,301.4,  6.1,241.4, 49.93,  4375,NA, 94601.2,    19.10, 33012,301.4,425.6,397.8,  1.5,  4.5,  5.3,   452,  1915,  2108,  6.1,  5.9,  6.0,241.4,243.2,244.0,NA,NA,NA,NA
2023/10/23 14:09:30, 48.6,296.6,  5.5,242.2, 50.01,  4038,NA, 94601.6,    19.50, 33012,296.6,422.2,403.0,  1.4,  4.2,  4.8,   415,  1773,  1934,  5.5,  5.4,  5.5,242.2,244.2,244.9,NA,NA,NA,NA
2023/10/23 14:14:30, 48.7,308.7,  5.8,241.3, 49.98,  4127,NA, 94601.9,    19.80, 33012,308.7,422.4,405.8,  1.4,  4.2,  4.9,   432,  1774,  1988,  5.8,  5.5,  5.6,241.3,243.8,244.4,NA,NA,NA,NA
2023/10/23 14:19:30, 48.9,291.2,  5.0,240.4, 50.07,  3645,NA, 94602.2,    20.10, 33012,291.2,421.8,399.0,  1.3,  3.7,  4.4,   378,  1560,  1755,  5.0,  4.9,  5.0,240.4,242.2,242.8,NA,NA,NA,NA
2023/10/23 14:24:30, 48.9,306.1,  5.1,240.2, 50.05,  3602,NA, 94602.6,    20.50, 33012,306.1,424.7,401.9,  1.2,  3.6,  4.3,   367,  1528,  1728,  5.1,  4.9,  5.0,240.2,242.1,242.9,NA,NA,NA,NA
2023/10/23 14:29:30, 48.2,258.1,  3.6,239.1, 49.97,  2557,NA, 94602.8,    20.70, 33012,258.1,446.0,422.5,  1.4,  2.2,  2.9,   361,   981,  1225,  3.6,  3.5,  3.6,239.1,241.2,241.6,NA,NA,NA,NA
2023/10/23 14:34:30, 48.3,284.5,  4.5,239.5, 49.93,  3226,NA, 94603.0,    20.90, 33012,284.5,418.7,413.6,  1.5,  3.1,  3.7,   426,  1297,  1530,  4.5,  4.4,  4.4,239.5,241.4,242.0,NA,NA,NA,NA
2023/10/23 14:39:30, 48.3,253.2,  4.6,239.8, 50.03,  3253,NA, 94603.3,    21.20, 33012,253.2,410.5,393.8,  1.4,  3.4,  4.0,   354,  1395,  1575,  4.6,  4.5,  4.6,239.8,241.6,242.2,NA,NA,NA,NA
2023/10/23 14:44:30, 47.7,235.2,  2.1,239.3, 49.91,  1418,NA, 94603.5,    21.40, 33012,235.2,432.2,423.1,  1.0,  1.2,  1.6,   235,   518,   676,  2.1,  1.9,  2.0,239.3,241.3,240.5,NA,NA,NA,NA
2023/10/23 14:49:30, 47.0,234.1,  2.6,240.1, 50.04,  1815,NA, 94603.6,    21.50, 33013,234.1,434.5,447.5,  1.2,  1.6,  1.9,   280,   695,   850,  2.6,  2.4,  2.5,240.1,242.0,242.0,NA,NA,NA,NA
2023/10/23 14:54:30, 47.3,287.2,  4.8,239.7, 49.90,  3448,NA, 94603.9,    21.80, 33013,287.2,421.3,419.6,  1.4,  3.4,  3.9,   402,  1432,  1636,  4.8,  4.7,  4.8,239.7,241.7,242.4,NA,NA,NA,NA
2023/10/23 14:59:30, 47.2,281.6,  2.8,240.0, 49.92,  1980,NA, 94604.1,    22.00, 33013,281.6,457.2,416.7,  0.9,  1.6,  2.3,   253,   731,   958,  2.8,  2.7,  2.7,240.0,241.8,242.0,NA,NA,NA,NA
2023/10/23 15:04:30, 46.8,272.9,  3.0,239.8, 49.96,  2162,NA, 94604.2,    22.10, 33013,272.9,460.8,426.7,  1.0,  1.7,  2.6,   272,   783,  1109,  3.0,  2.9,  3.0,239.8,241.6,241.9,NA,NA,NA,NA
